,win,분당 킬,분당 어시,분당 데스,퍼블유무,퍼블어시유무,분당 얻은 골드,분당 피해량,분당 cc건시간,분당 CS,분당 죽은시간,분당 시야점수
917,False,0.18,0.18,0.46,True,False,293.31,542.07,0.32,3.0,11.77,0.39
922,False,0.11,0.15,0.19,False,False,332.01,584.47,0.38,6.0,6.45,0.45
927,True,0.3,0.38,0.26,False,False,408.41,720.98,0.38,4.0,6.87,0.6
932,False,0.05,0.0,0.15,False,False,294.9,384.91,0.61,7.0,2.85,0.87
937,True,0.31,0.36,0.1,False,False,413.46,435.17,0.51,6.0,2.29,0.41
942,True,0.0,0.07,0.3,False,False,239.39,90.17,0.07,3.0,6.26,0.51
947,False,0.44,0.2,0.07,False,False,504.21,782.66,0.03,7.0,2.76,0.47
952,False,0.07,0.1,0.29,False,False,318.26,400.15,0.83,5.0,7.42,0.44
957,True,0.27,0.17,0.17,False,False,409.32,946.25,0.63,6.0,6.6,1.05
962,True,0.35,0.23,0.15,False,False,507.92,967.42,1.26,7.0,4.64,0.5
967,False,0.18,0.18,0.21,True,False,410.83,469.42,0.03,7.0,6.49,0.56
972,True,0.25,0.15,0.18,False,False,409.01,813.25,1.11,6.0,7.32,0.61
978,False,0.25,0.28,0.15,False,False,377.71,830.19,0.68,5.0,5.5,0.58
982,True,0.34,0.42,0.11,False,True,464.73,914.66,0.04,5.0,1.98,0.38
987,False,0.23,0.11,0.15,False,False,363.85,480.23,0.23,6.0,3.59,0.76
992,True,0.24,0.05,0.14,False,False,409.82,786.81,0.95,7.0,4.32,0.66
997,False,0.09,0.05,0.14,False,False,302.99,379.83,0.57,6.0,2.42,0.43
1002,False,0.28,0.16,0.24,True,False,440.45,705.5,0.05,5.0,8.73,0.49
1007,True,0.26,0.21,0.14,False,False,406.54,916.91,0.12,5.0,5.08,0.42
1012,True,0.37,0.3,0.04,False,False,444.44,518.76,0.37,5.0,1.23,0.56
1017,False,0.04,0.15,0.45,False,False,234.98,246.56,0.74,3.0,11.61,0.33
1022,True,0.29,0.49,0.16,False,False,446.51,1060.65,0.86,5.0,3.43,0.65
1027,False,0.29,0.23,0.13,False,False,462.26,882.74,0.36,5.0,4.72,0.44
1032,False,0.22,0.14,0.29,False,False,435.69,757.73,0.22,7.0,8.25,0.54
1037,True,0.43,0.36,0.14,False,False,549.76,887.62,0.69,6.0,3.04,0.83
1042,False,0.14,0.14,0.24,False,False,361.98,623.78,1.52,6.0,6.69,0.71
1047,True,0.19,0.43,0.09,False,False,409.97,596.77,1.28,6.0,2.33,0.81
1052,True,0.5,0.27,0.34,False,False,568.71,1021.27,0.44,7.0,8.65,0.24
1057,False,0.3,0.5,0.54,False,True,372.07,740.81,0.4,3.0,13.49,0.3
1062,True,0.32,0.18,0.12,True,False,440.62,730.89,0.29,6.0,4.04,0.62
1067,False,0.09,0.15,0.15,False,False,323.09,673.24,0.7,6.0,4.45,0.7
1072,False,0.2,0.2,0.27,False,False,407.14,1207.37,0.2,6.0,6.51,0.53
1077,True,0.4,0.53,0.23,False,False,492.16,958.7,0.8,5.0,5.98,0.43
1082,True,0.09,0.51,0.33,False,False,281.42,684.09,1.71,3.0,9.5,0.51
1087,False,0.54,0.18,0.27,True,False,508.93,1266.59,0.09,5.0,9.47,0.75
1092,True,0.53,0.2,0.1,False,False,571.31,1055.42,0.27,7.0,3.42,0.53
1097,False,0.13,0.13,0.23,False,True,360.13,513.53,0.2,5.0,5.51,0.4
1102,False,0.06,0.0,0.25,False,False,249.17,419.38,0.0,4.0,3.2,0.55
1107,True,0.18,0.18,0.0,False,False,373.97,365.48,0.25,6.0,0.0,0.25
1112,True,0.12,0.32,0.16,False,False,381.87,329.88,1.06,5.0,3.51,0.67
1117,False,0.2,0.24,0.16,False,False,399.37,645.92,0.28,6.0,4.34,0.35
1122,False,0.25,0.15,0.25,False,False,392.27,557.38,0.31,5.0,8.35,0.52
1127,True,0.34,0.31,0.18,False,False,420.92,846.78,0.22,5.0,5.36,1.02
1132,True,0.29,0.29,0.16,False,False,396.22,764.66,0.82,6.0,4.6,0.38
1137,False,0.16,0.13,0.16,False,False,334.93,355.11,0.22,6.0,6.31,0.63
1142,True,0.47,0.09,0.03,False,True,518.24,639.32,0.28,6.0,1.63,0.63
1147,False,0.06,0.06,0.22,False,False,258.21,344.54,0.16,4.0,3.91,0.19
1152,True,0.27,0.15,0.12,False,False,396.58,469.2,0.21,5.0,3.09,0.82
1157,False,0.24,0.12,0.21,False,False,341.39,481.63,0.09,4.0,6.32,0.57
1162,True,0.27,0.19,0.3,False,False,392.37,543.04,0.41,4.0,9.44,0.27
1167,False,0.38,0.16,0.27,False,False,420.31,920.61,0.03,5.0,10.38,0.55
1172,False,0.2,0.1,0.31,False,False,391.24,508.86,1.27,7.0,5.45,0.71
1177,True,0.31,0.56,0.05,False,False,447.73,582.17,0.92,7.0,1.63,0.61
1182,False,0.21,0.21,0.21,False,False,387.97,364.78,0.21,6.0,6.33,0.88
1187,True,0.21,0.67,0.11,False,False,448.06,741.8,1.55,5.0,2.15,1.3
1192,False,0.05,0.05,0.2,False,False,324.7,339.04,0.45,7.0,3.74,0.96
