,win,분당 킬,분당 어시,분당 데스,퍼블유무,퍼블어시유무,분당 얻은 골드,분당 피해량,분당 cc건시간,분당 CS,분당 죽은시간,분당 시야점수
1224,False,0.05,0.1,0.29,True,False,281.55,507.52,1.6,5.0,8.06,0.29
1229,False,0.18,0.24,0.3,False,True,426.25,543.54,0.24,7.0,9.75,0.86
1234,True,0.27,0.15,0.21,False,False,475.66,668.18,0.6,6.0,7.04,0.6
1239,True,0.36,0.21,0.16,False,False,505.79,623.57,2.14,5.0,2.4,0.47
1244,False,0.1,0.1,0.21,False,False,279.98,210.9,0.47,5.0,4.8,0.52
1249,True,0.11,0.29,0.14,False,False,373.79,688.52,0.54,6.0,4.51,0.2
1254,False,0.14,0.2,0.26,False,False,369.7,766.45,1.34,6.0,9.42,0.46
1259,True,0.25,0.39,0.14,False,False,348.97,706.25,0.93,5.0,3.82,0.39
1264,False,0.21,0.04,0.21,False,False,401.93,323.27,0.5,6.0,7.14,0.86
1269,False,0.15,0.06,0.23,False,False,304.77,734.1,1.31,4.0,7.94,0.32
1274,True,0.2,0.06,0.03,False,False,385.34,477.13,1.31,5.0,1.43,0.67
1279,True,0.1,0.23,0.13,False,False,369.2,415.5,0.49,4.0,2.06,0.23
1284,False,0.23,0.07,0.33,False,False,471.75,679.87,0.29,7.0,10.7,0.46
1289,False,0.13,0.09,0.3,False,False,267.79,311.01,0.95,1.0,6.07,0.0
1294,True,0.39,0.09,0.17,False,False,571.17,822.89,0.3,8.0,5.07,0.48
1299,True,0.13,0.0,0.25,False,False,288.27,277.55,0.32,5.0,5.9,0.19
1304,False,0.32,0.06,0.06,False,False,487.0,773.56,1.4,8.0,1.71,0.76
1309,False,0.36,0.13,0.13,False,False,519.32,1046.71,0.23,6.0,5.26,1.28
1314,True,0.13,0.05,0.2,False,False,405.59,364.37,0.15,6.0,6.58,0.82
1319,True,0.14,0.24,0.1,False,False,345.25,342.77,0.55,3.0,3.06,0.62
1324,False,0.17,0.27,0.24,True,False,323.1,533.3,0.76,4.0,6.76,0.41
1329,False,0.32,0.22,0.18,False,False,464.28,759.78,2.02,6.0,5.4,0.9
1334,True,0.61,0.11,0.32,True,False,515.56,927.98,0.25,4.0,7.56,0.47
1339,True,0.26,0.11,0.37,False,False,457.94,921.46,0.32,5.0,14.09,0.63
1344,False,0.4,0.21,0.18,False,False,447.01,1009.22,0.66,3.0,6.19,0.37
1349,True,0.39,0.12,0.09,False,False,480.37,691.34,1.35,5.0,1.98,0.63
1354,False,0.18,0.36,0.21,False,False,341.05,733.14,1.17,4.0,6.38,0.45
1359,False,0.17,0.12,0.31,False,False,338.74,481.0,0.67,5.0,12.72,0.36
1364,True,0.17,0.17,0.19,False,False,399.57,538.17,0.29,5.0,8.75,1.19
1369,True,0.0,0.0,0.0,False,False,252.92,177.54,0.62,2.0,0.0,0.0
1374,False,0.0,0.0,0.0,False,False,299.38,131.08,0.31,4.0,0.0,0.0
1378,True,0.25,0.0,0.0,False,False,485.09,341.42,0.62,8.0,0.0,0.31
1383,False,0.0,0.0,0.19,False,False,210.61,215.28,0.19,3.0,4.18,0.19
1388,True,0.36,0.28,0.28,False,False,438.25,1103.32,0.05,6.0,13.82,0.62
1393,False,0.05,0.14,0.31,False,False,307.78,405.95,0.71,5.0,11.22,0.38
1398,False,0.2,0.16,0.2,False,False,334.97,405.81,0.85,5.0,5.22,0.59
1403,True,0.16,0.2,0.23,False,False,469.9,1141.46,0.13,7.0,6.76,0.33
1408,False,0.19,0.04,0.3,False,False,377.61,1049.38,1.81,6.0,7.94,0.49
1413,True,0.41,0.08,0.19,False,False,526.16,725.82,0.72,7.0,5.23,0.3
1418,False,0.06,0.0,0.06,False,False,396.15,288.26,0.24,8.0,1.28,0.37
1423,True,0.18,0.0,0.06,False,False,381.16,797.43,0.55,7.0,1.83,0.24
1428,False,0.36,0.14,0.22,False,False,504.24,687.73,0.36,8.0,6.92,0.18
1433,True,0.0,0.07,0.25,False,False,281.06,337.36,0.4,4.0,6.48,0.29
1438,False,0.05,0.0,0.23,False,False,258.39,330.02,0.69,5.0,6.94,0.32
1443,True,0.32,0.14,0.05,False,False,547.54,1078.76,0.09,9.0,1.84,0.64
1448,False,0.11,0.0,0.14,True,False,456.95,296.74,0.43,7.0,4.38,0.33
1453,True,0.22,0.22,0.04,False,False,448.77,539.32,0.58,7.0,0.58,1.12
1458,True,0.39,0.35,0.43,False,False,447.25,1186.42,1.25,5.0,10.98,0.04
1463,False,0.61,0.22,0.17,False,False,589.71,895.24,0.39,7.0,5.27,0.17
1468,False,0.06,0.28,0.36,False,False,249.25,252.35,1.15,3.0,12.29,0.2
1473,True,0.47,0.31,0.11,False,False,512.35,954.69,0.59,5.0,3.88,0.98
1478,False,0.04,0.0,0.17,False,False,335.07,272.04,0.41,7.0,4.84,0.21
1483,True,0.12,0.29,0.04,False,True,356.99,264.68,0.7,5.0,0.58,0.54
1488,True,0.26,0.16,0.05,False,False,428.48,477.36,0.21,7.0,2.12,0.72
1493,False,0.0,0.16,0.21,False,False,256.07,146.3,0.05,5.0,5.06,0.1
1498,False,0.21,0.09,0.32,False,False,342.57,656.56,0.6,4.0,12.93,0.53
1503,True,0.32,0.32,0.07,False,False,470.2,1491.69,0.71,5.0,3.05,0.44
1508,False,0.49,0.06,0.26,False,True,481.25,1146.86,0.23,5.0,9.46,0.29
1513,True,0.26,0.39,0.26,False,False,387.53,731.8,0.84,5.0,9.39,0.39
