,win,분당 킬,분당 어시,분당 데스,퍼블유무,퍼블어시유무,분당 얻은 골드,분당 피해량,분당 cc건시간,분당 CS,분당 죽은시간,분당 시야점수
2,True,0.65,0.22,0.18,False,True,501.74,1100.8,1.05,5.0,4.6,0.29
7,False,0.33,0.07,0.22,False,False,547.47,1028.53,0.94,7.0,7.1,0.43
12,False,0.0,0.0,0.24,False,False,233.02,187.14,0.24,4.0,6.28,0.41
17,True,0.47,0.06,0.06,False,False,498.64,642.86,1.13,7.0,1.78,0.47
22,False,0.27,0.18,0.24,False,False,380.41,739.93,1.06,6.0,9.25,0.52
27,True,0.24,0.15,0.24,False,True,414.77,721.04,0.36,6.0,7.64,0.73
32,False,0.27,0.09,0.27,False,True,319.94,693.31,1.08,4.0,6.33,0.31
37,True,0.36,0.45,0.09,False,False,445.13,572.25,0.09,5.0,1.66,0.99
42,True,0.38,0.17,0.17,False,False,464.42,1061.81,1.81,5.0,6.32,0.29
47,False,0.21,0.29,0.42,False,False,385.98,543.83,0.72,6.0,10.4,0.63
52,True,0.42,0.06,0.06,True,False,493.25,575.52,0.24,6.0,1.61,0.6
57,False,0.06,0.0,0.3,False,False,278.27,518.09,0.66,5.0,7.7,0.3
62,False,0.08,0.08,0.39,False,False,294.18,349.82,0.51,5.0,9.12,0.2
67,True,0.51,0.28,0.08,True,False,559.84,867.66,0.59,6.0,2.91,0.51
72,True,0.37,0.11,0.0,False,False,470.05,582.65,0.16,8.0,0.0,0.69
77,False,0.0,0.05,0.16,False,False,213.77,179.39,0.05,3.0,3.42,0.05
82,True,0.2,0.4,0.11,False,False,402.06,426.06,1.09,4.0,4.62,0.95
87,False,0.14,0.09,0.2,False,False,328.33,469.35,0.49,5.0,7.17,0.32
92,False,0.03,0.27,0.17,False,False,287.47,475.33,1.17,6.0,5.61,0.4
97,True,0.43,0.13,0.1,False,False,512.0,941.91,0.23,7.0,4.45,0.84
102,True,0.13,0.15,0.17,False,False,384.45,404.43,0.55,5.0,5.6,0.49
107,False,0.32,0.32,0.08,False,False,437.92,1118.69,1.48,5.0,4.56,0.89
112,True,0.39,0.36,0.29,False,False,496.93,874.17,0.11,6.0,8.28,1.0
117,False,0.21,0.54,0.25,False,False,387.76,515.88,0.96,5.0,7.31,0.93
122,False,0.04,0.15,0.19,False,False,256.08,561.91,1.03,5.0,4.8,0.3
127,True,0.38,0.15,0.0,False,False,410.94,765.88,0.0,7.0,0.0,0.46
132,False,0.15,0.15,0.34,False,False,365.87,875.71,1.59,5.0,9.81,0.98
137,True,0.4,0.24,0.12,True,False,467.64,853.74,0.7,5.0,5.5,0.64
142,False,0.41,0.18,0.23,False,False,388.71,1143.99,1.88,3.0,9.38,0.38
147,True,0.47,0.12,0.15,False,False,514.63,1063.02,0.41,6.0,4.93,0.76
152,True,0.19,0.19,0.19,False,False,383.44,622.66,0.43,5.0,7.83,0.73
157,False,0.08,0.24,0.14,False,False,340.84,528.94,0.79,6.0,4.74,0.81
162,False,0.21,0.11,0.28,False,False,387.66,456.77,0.53,6.0,8.92,0.64
167,True,0.5,0.25,0.11,False,False,566.55,1032.14,1.0,7.0,1.74,0.53
172,True,0.14,0.18,0.04,True,False,405.75,474.09,0.58,8.0,1.16,0.72
177,False,0.07,0.07,0.14,False,False,384.75,464.26,0.36,8.0,2.28,0.58
182,False,0.13,0.2,0.46,False,False,376.61,514.59,0.65,5.0,9.12,0.46
187,True,0.91,0.13,0.2,True,False,560.85,1129.77,0.2,5.0,3.52,0.46
191,False,0.0,0.0,0.0,False,False,252.07,56.21,0.0,3.0,0.0,0.0
196,True,0.0,0.0,0.0,False,False,280.18,0.0,0.0,4.0,0.0,0.0
201,False,0.09,0.36,0.24,False,False,321.46,732.65,0.77,5.0,6.52,0.39
206,True,0.51,0.36,0.27,True,False,473.07,1139.61,1.28,5.0,10.48,0.33
211,True,0.09,0.32,0.28,False,False,296.07,415.08,1.06,3.0,6.38,0.46
216,False,0.42,0.28,0.23,False,False,447.78,1057.31,1.06,7.0,4.76,1.02
221,False,0.21,0.18,0.3,False,False,362.99,466.82,1.61,4.0,10.16,0.36
226,True,0.61,0.06,0.18,False,False,539.02,983.33,0.82,6.0,5.6,0.55
231,False,0.0,0.1,0.24,False,False,257.95,197.7,0.24,4.0,6.99,0.39
236,True,0.24,0.49,0.1,False,False,383.18,459.27,1.12,4.0,2.44,0.64
241,True,0.38,0.29,0.1,False,False,590.29,588.04,0.72,8.0,3.4,0.29
246,False,0.05,0.19,0.29,False,False,304.35,334.55,0.67,6.0,5.89,0.29
251,False,0.12,0.12,0.44,False,False,348.25,533.65,0.44,5.0,11.64,0.32
256,True,0.68,0.24,0.12,True,False,516.71,872.57,0.84,4.0,3.95,0.2
261,True,0.54,0.27,0.0,False,False,545.45,793.21,0.14,8.0,0.0,0.48
266,False,0.0,0.0,0.2,False,False,220.31,217.93,0.48,4.0,2.85,0.54
271,False,0.29,0.0,0.1,False,False,367.32,393.0,0.1,5.0,0.78,0.1
276,True,0.49,0.0,0.1,True,False,399.51,375.19,1.36,5.0,1.36,0.29
281,True,0.3,0.2,0.1,False,False,496.45,1078.77,0.7,8.0,5.36,0.91
286,False,0.08,0.08,0.25,False,False,316.3,444.43,0.53,6.0,8.91,0.78
291,False,0.12,0.2,0.28,False,False,302.07,473.1,0.97,4.0,10.22,0.45
296,True,0.28,0.12,0.37,False,False,449.74,543.16,0.37,6.0,8.68,0.49
301,False,0.19,0.12,0.08,False,False,385.73,544.26,0.12,7.0,2.72,0.5
306,True,0.31,0.35,0.08,False,False,397.32,1468.08,1.12,5.0,2.87,0.78
311,True,0.34,0.34,0.15,False,False,500.25,658.82,0.25,6.0,3.19,0.59
316,False,0.29,0.1,0.39,False,False,350.57,495.04,0.29,3.0,8.01,0.05
321,False,0.05,0.2,0.25,False,False,313.8,401.48,0.84,6.0,5.74,0.3
326,True,0.4,0.4,0.05,False,False,443.27,698.42,0.15,7.0,0.79,0.89
331,True,0.34,0.41,0.15,False,False,474.64,674.3,0.19,6.0,4.25,0.26
336,False,0.15,0.0,0.26,False,False,333.52,390.03,0.87,7.0,7.83,0.6
341,True,0.19,0.23,0.29,False,False,318.39,555.61,1.01,3.0,7.6,0.58
346,False,0.19,0.13,0.16,False,False,320.47,600.97,0.39,4.0,6.24,0.45
351,False,0.04,0.04,0.18,False,False,328.98,167.95,0.22,6.0,3.73,0.58
356,True,0.13,0.4,0.0,False,False,380.34,543.76,0.84,6.0,0.0,0.49
361,False,0.25,0.06,0.12,False,False,405.96,442.06,0.5,7.0,3.54,0.43
366,True,0.12,0.06,0.06,False,False,425.87,115.69,0.0,7.0,1.67,0.74
371,False,0.21,0.18,0.18,True,False,401.49,687.53,0.0,8.0,5.67,0.74
376,True,0.07,0.28,0.25,False,False,305.21,395.57,0.5,5.0,7.76,0.57
380,False,0.15,0.38,0.38,False,False,347.44,485.5,0.91,4.0,12.66,0.41
386,True,0.09,0.5,0.18,False,True,289.63,394.02,0.85,4.0,6.01,0.56
389,True,0.13,0.19,0.0,False,False,402.14,253.6,0.0,9.0,0.0,0.45
396,False,0.0,0.06,0.26,False,False,312.64,267.92,0.26,7.0,5.38,0.91
401,True,0.45,0.25,0.04,False,False,557.41,999.75,0.62,8.0,0.5,0.78
406,False,0.21,0.17,0.25,False,False,366.69,707.35,0.25,7.0,7.35,0.41
411,True,0.26,0.23,0.09,False,False,474.33,873.1,0.06,7.0,4.16,0.43
416,False,0.2,0.2,0.32,False,False,317.28,1012.06,1.12,4.0,11.31,0.32
421,False,0.07,0.33,0.13,False,False,325.56,598.98,0.79,6.0,5.18,0.66
426,True,0.13,0.46,0.2,False,False,348.09,551.02,0.66,4.0,6.76,1.02
431,False,0.38,0.19,0.38,False,False,490.29,792.6,0.58,5.0,10.45,0.58
436,True,0.51,0.26,0.32,False,False,474.26,1179.97,0.13,5.0,10.06,0.64
441,False,0.39,0.0,0.21,False,False,467.08,1036.89,0.11,8.0,6.27,0.53
446,True,0.11,0.25,0.32,False,False,295.25,525.66,1.49,4.0,11.48,0.57
451,True,0.2,0.43,0.27,False,False,334.59,683.73,0.9,4.0,8.3,0.53
456,False,0.17,0.37,0.1,False,False,351.0,659.59,1.43,4.0,3.09,0.93
461,True,0.42,0.28,0.11,False,False,441.0,858.72,1.31,5.0,2.54,0.64
466,False,0.18,0.14,0.42,False,False,283.44,389.62,0.25,4.0,13.7,0.46
471,False,0.12,0.2,0.24,True,False,334.94,465.38,1.62,6.0,5.91,0.61
476,True,0.28,0.2,0.16,False,False,437.41,750.85,0.4,6.0,3.2,0.53
481,False,0.22,0.22,0.19,False,False,382.01,1078.04,0.94,6.0,5.85,0.56
486,True,0.41,0.25,0.16,False,False,440.82,873.29,0.84,4.0,5.69,0.63
496,True,0.64,0.52,0.15,False,False,535.3,1462.68,1.14,5.0,5.19,0.74
501,True,0.77,0.24,0.24,False,False,570.04,1054.87,0.57,5.0,5.75,0.57
506,False,0.45,0.12,0.45,False,False,405.34,742.64,0.16,3.0,14.11,0.73
511,True,0.22,0.17,0.2,False,False,412.77,817.92,0.62,6.0,5.99,1.06
516,False,0.22,0.2,0.25,True,False,329.84,607.87,0.39,4.0,9.52,0.81
521,True,0.4,0.32,0.07,True,False,487.15,848.45,1.34,4.0,1.88,0.76
530,False,0.33,0.11,0.41,True,False,416.28,527.17,0.56,5.0,10.93,0.3
536,True,0.22,0.45,0.19,False,False,397.4,587.03,0.82,5.0,5.39,0.59
539,True,0.06,0.23,0.29,False,False,347.73,442.88,0.13,4.0,8.22,0.49
546,False,0.26,0.13,0.13,True,False,396.02,800.65,0.78,6.0,4.76,0.65
551,True,0.33,0.3,0.07,False,False,443.81,664.16,0.3,7.0,2.74,0.85
556,False,0.19,0.19,0.19,False,False,353.93,677.95,0.19,5.0,3.67,0.59
561,False,0.19,0.14,0.12,False,False,380.58,779.44,0.9,6.0,5.85,0.59
566,True,0.17,0.33,0.12,False,False,400.19,972.08,0.28,6.0,5.05,0.24
571,False,0.41,0.22,0.3,True,False,420.93,971.52,1.6,3.0,8.1,0.97
576,True,0.26,0.3,0.22,False,False,391.15,416.65,0.52,6.0,5.65,0.86
581,False,0.24,0.14,0.49,False,False,315.16,709.91,0.54,3.0,16.86,0.73
586,True,0.51,0.22,0.14,False,False,500.62,1155.75,0.7,6.0,5.22,0.62
591,False,0.14,0.21,0.38,False,False,327.11,602.86,0.0,5.0,11.08,0.56
596,True,0.21,0.14,0.14,False,False,495.64,692.3,0.94,6.0,5.71,0.8
601,True,0.3,0.37,0.15,False,False,400.63,854.97,0.48,4.0,4.81,0.48
606,False,0.22,0.33,0.3,False,False,460.74,910.43,2.48,7.0,6.73,0.63
611,True,0.31,0.19,0.08,False,False,393.87,735.43,0.88,5.0,1.61,0.54
616,False,0.08,0.19,0.19,False,False,294.9,316.22,0.0,6.0,4.79,0.58
621,True,0.26,0.36,0.04,True,False,373.04,477.49,1.31,5.0,0.77,0.87
626,False,0.0,0.18,0.11,False,False,268.89,563.17,0.4,5.0,1.57,0.87
631,True,0.3,0.26,0.36,True,False,409.76,802.25,0.89,3.0,10.65,0.56
636,False,0.46,0.23,0.33,False,False,443.37,1089.28,0.79,5.0,8.9,0.5
641,False,0.27,0.08,0.38,False,False,377.83,430.77,0.15,4.0,10.26,0.77
646,True,0.38,0.23,0.19,False,False,451.98,758.2,0.38,5.0,5.53,0.5
651,True,0.18,0.05,0.15,False,False,384.46,549.27,0.43,6.0,7.32,0.81
656,False,0.18,0.18,0.13,False,True,336.63,694.84,0.68,5.0,4.0,0.71
661,False,0.3,0.3,0.17,True,False,461.63,673.7,0.34,7.0,6.36,0.2
666,True,0.54,0.24,0.34,False,False,565.62,1112.27,0.71,7.0,11.02,0.03
671,True,0.66,0.33,0.07,False,False,508.59,889.66,0.18,5.0,3.06,1.16
676,False,0.25,0.18,0.36,False,False,341.5,592.39,0.18,4.0,12.56,0.18
681,True,0.45,0.26,0.06,False,False,519.97,1056.46,1.18,6.0,0.32,0.73
686,False,0.13,0.19,0.16,False,False,280.86,463.89,0.51,4.0,5.71,0.73
691,True,0.49,0.4,0.13,False,True,460.31,1132.06,1.03,4.0,2.87,0.9
696,False,0.22,0.13,0.45,False,False,340.55,599.06,0.22,4.0,11.05,0.49
701,True,0.1,0.2,0.1,False,True,324.66,387.28,0.59,5.0,2.05,0.29
706,False,0.1,0.0,0.2,False,False,309.69,261.64,0.1,6.0,3.42,0.2
711,True,0.32,0.37,0.09,False,True,433.57,749.48,0.89,5.0,2.21,0.66
716,False,0.14,0.26,0.29,False,False,379.99,586.81,0.86,6.0,8.66,0.34
721,True,0.37,0.11,0.07,False,False,412.44,710.78,0.07,6.0,0.99,0.66
726,False,0.0,0.0,0.22,False,False,243.95,350.35,0.0,5.0,5.01,0.4
731,True,0.33,0.39,0.3,False,False,524.17,1161.87,1.06,6.0,10.69,0.51
737,False,0.15,0.33,0.36,False,True,410.93,712.78,0.18,7.0,12.69,0.36
741,False,0.12,0.24,0.24,False,False,261.58,424.11,1.42,3.0,8.38,0.71
746,True,0.08,0.2,0.08,False,False,313.76,341.13,0.59,4.0,2.56,0.2
751,True,0.4,0.47,0.25,False,False,411.34,810.44,1.05,3.0,8.13,0.25
756,False,0.33,0.11,0.43,False,False,392.92,911.45,0.07,5.0,12.28,0.58
761,False,0.26,0.16,0.13,False,False,422.88,511.66,0.66,7.0,2.37,0.43
766,True,0.56,0.1,0.23,True,False,539.38,792.99,0.07,6.0,8.92,1.12
771,True,0.15,0.19,0.19,False,False,294.33,491.13,0.71,3.0,5.44,0.45
776,False,0.07,0.07,0.19,False,False,318.27,402.09,0.78,6.0,5.52,0.45
781,False,0.05,0.09,0.19,False,False,272.72,380.41,0.71,5.0,3.89,0.52
786,True,0.09,0.19,0.05,False,False,344.4,516.32,0.76,7.0,1.28,0.66
791,False,0.2,0.24,0.16,False,False,344.49,633.44,0.8,5.0,6.19,0.56
796,True,0.16,0.4,0.2,False,False,366.68,644.05,0.32,5.0,5.71,0.76
801,True,0.2,0.36,0.24,False,False,376.35,546.39,1.3,4.0,5.96,0.32
806,False,0.16,0.32,0.24,False,True,362.73,812.59,0.67,6.0,6.55,0.59
809,False,0.09,0.06,0.18,False,False,292.21,474.47,0.38,5.0,6.62,0.59
816,True,0.12,0.23,0.12,False,False,333.62,396.11,1.17,5.0,4.83,0.64
821,True,0.43,0.21,0.05,False,False,381.69,712.57,0.81,5.0,0.0,0.91
826,False,0.0,0.0,0.38,False,False,226.21,357.95,0.43,4.0,9.45,0.32
831,False,0.39,0.23,0.26,False,False,417.47,690.53,0.46,5.0,8.09,0.89
836,True,0.1,0.1,0.26,False,True,340.03,262.04,0.23,5.0,5.95,0.33
841,True,0.17,0.54,0.27,False,False,430.96,741.18,0.17,6.0,7.63,1.04
846,False,0.4,0.27,0.4,False,False,402.12,1021.18,1.01,3.0,11.53,0.77
851,False,0.34,0.04,0.19,False,False,472.99,689.14,0.67,8.0,6.23,0.45
856,True,0.63,0.0,0.04,False,False,627.99,858.02,0.22,8.0,0.45,0.6
861,True,0.48,0.48,0.15,True,False,438.15,791.41,0.81,4.0,5.22,0.59
866,False,0.11,0.11,0.44,False,False,295.81,450.81,1.11,4.0,11.7,0.33
871,False,0.12,0.04,0.12,False,False,361.79,262.76,0.47,7.0,4.58,0.47
876,True,0.08,0.08,0.08,False,False,301.82,604.07,2.21,5.0,2.72,0.35
881,False,0.08,0.27,0.35,False,False,281.33,332.47,0.75,4.0,11.61,0.27
886,True,0.35,0.31,0.2,False,False,487.73,631.84,0.9,6.0,5.45,0.67
891,True,0.04,0.24,0.45,False,False,301.55,430.55,0.57,5.0,9.86,0.69
896,False,0.57,0.16,0.29,False,False,450.02,1050.18,0.9,6.0,10.14,0.45
900,False,0.14,0.37,0.42,False,False,376.86,655.43,1.06,5.0,9.56,1.2
906,True,0.28,0.37,0.23,False,False,397.04,516.3,1.06,6.0,6.1,0.46
911,True,0.84,0.11,0.07,False,False,601.37,1526.87,0.81,6.0,3.26,0.39
916,False,0.18,0.21,0.46,False,True,282.28,465.11,1.02,3.0,9.91,0.49
921,False,0.3,0.15,0.23,False,False,407.28,830.24,0.19,5.0,7.73,0.56
926,True,0.08,0.15,0.11,False,False,286.12,208.67,0.19,4.0,2.74,0.53
931,False,0.1,0.05,0.36,False,False,324.87,270.23,0.61,5.0,8.31,0.46
936,True,0.25,0.36,0.05,False,False,376.61,679.56,0.92,4.0,1.38,0.41
941,True,0.77,0.24,0.1,True,False,672.09,1490.84,0.17,7.0,3.8,0.57
946,False,0.17,0.24,0.37,False,False,366.5,386.03,0.0,5.0,9.12,1.11
951,False,0.17,0.1,0.15,False,False,398.32,472.49,0.07,6.0,4.82,0.83
956,True,0.24,0.22,0.1,False,False,405.82,813.15,0.8,6.0,4.99,1.14
961,True,0.09,0.32,0.32,False,False,278.87,483.21,1.12,3.0,8.6,0.47
966,False,0.38,0.44,0.23,False,True,465.39,1009.45,0.79,5.0,7.34,1.32
971,True,0.15,0.45,0.13,False,False,406.92,765.75,0.83,5.0,6.92,0.58
976,False,0.2,0.25,0.23,False,False,402.22,688.84,0.1,6.0,9.26,0.93
981,True,0.27,0.57,0.04,False,False,424.2,844.2,1.68,6.0,0.46,0.46
986,False,0.27,0.11,0.15,False,False,342.1,482.29,0.27,4.0,3.24,0.8
991,True,0.19,0.14,0.19,False,False,373.47,438.97,0.57,6.0,5.27,0.66
996,False,0.19,0.09,0.24,False,False,322.69,496.39,0.43,5.0,6.5,0.38
1001,False,0.14,0.26,0.14,False,False,302.05,570.34,0.73,4.0,6.33,1.03
1006,True,0.09,0.24,0.24,False,False,337.04,407.46,0.0,4.0,7.95,0.71
1011,True,0.45,0.11,0.15,True,False,411.98,647.9,0.74,5.0,5.36,0.63
1016,False,0.11,0.19,0.37,False,False,249.39,172.61,0.22,2.0,9.19,0.19
1021,True,0.55,0.34,0.16,True,False,504.8,1123.75,0.08,4.0,6.25,0.47
1026,False,0.39,0.31,0.26,False,False,394.94,899.01,0.42,3.0,9.32,0.52
1031,False,0.04,0.07,0.18,False,False,270.43,440.72,0.58,5.0,6.44,0.69
1036,True,0.07,0.25,0.14,False,False,347.01,491.6,0.14,5.0,4.42,0.54
1041,False,0.14,0.14,0.28,False,False,348.69,778.5,2.42,7.0,8.73,0.38
1046,True,0.24,0.24,0.14,False,False,452.16,464.69,0.38,7.0,4.94,0.33
1051,True,0.37,0.61,0.2,False,False,503.6,690.55,2.19,6.0,6.22,0.64
1056,False,0.34,0.44,0.24,False,True,455.15,914.87,1.75,5.0,8.34,0.71
1061,True,0.23,0.35,0.12,False,False,377.2,857.44,1.32,4.0,4.92,0.56
1066,False,0.18,0.12,0.21,False,False,334.55,502.61,0.03,4.0,7.74,0.97
1071,False,0.17,0.2,0.27,True,False,335.69,402.89,0.4,5.0,7.87,1.1
1076,True,0.27,0.4,0.23,False,False,410.19,588.21,0.63,4.0,7.07,0.6
1081,True,0.21,0.54,0.15,False,False,351.0,607.79,1.05,5.0,6.68,0.48
1086,False,0.09,0.15,0.15,False,False,263.89,412.53,0.27,3.0,6.83,0.75
1093,True,0.17,0.43,0.07,False,False,368.03,629.65,0.96,4.0,2.26,0.9
1096,False,0.17,0.23,0.23,False,False,367.93,549.65,0.3,6.0,9.15,0.5
1101,False,0.0,0.06,0.37,False,False,220.12,505.11,0.68,4.0,8.31,0.31
1106,True,0.37,0.37,0.06,False,True,488.18,781.91,0.25,7.0,2.15,0.74
1111,True,0.43,0.12,0.12,False,False,531.18,928.06,0.59,8.0,3.0,0.79
1116,False,0.16,0.12,0.24,False,True,352.35,424.32,0.32,6.0,6.07,0.79
1121,False,0.25,0.12,0.15,False,False,493.34,648.44,1.02,6.0,4.38,0.74
1126,True,0.22,0.09,0.18,False,False,327.4,640.89,0.03,3.0,6.16,0.43
1131,True,0.22,0.44,0.1,False,False,460.88,741.02,1.81,7.0,2.03,0.41
1136,False,0.1,0.22,0.19,False,False,351.49,615.45,1.21,6.0,5.14,0.98
1141,True,0.09,0.16,0.25,False,False,294.62,251.05,0.56,3.0,8.7,0.5
1146,False,0.09,0.31,0.25,False,False,309.67,651.83,1.13,5.0,8.35,0.31
1151,True,0.18,0.3,0.21,False,False,372.59,613.04,1.03,5.0,6.75,0.64
1156,False,0.12,0.33,0.09,False,True,337.1,644.39,0.79,5.0,2.42,0.24
1161,True,0.3,0.16,0.36,False,False,374.36,505.24,0.44,3.0,13.15,0.52
1166,False,0.27,0.19,0.19,False,False,431.9,811.75,0.11,5.0,5.74,0.41
1170,False,0.31,0.1,0.46,True,False,358.23,649.72,1.27,5.0,10.6,0.92
1176,True,0.46,0.25,0.25,False,False,431.02,707.79,0.92,5.0,4.28,0.66
1181,False,0.21,0.18,0.25,False,False,463.3,495.29,0.6,8.0,7.71,0.91
1186,True,0.28,0.53,0.18,False,False,482.13,555.91,1.02,6.0,3.94,0.67
1191,False,0.25,0.0,0.3,True,False,385.96,422.37,0.3,5.0,6.16,0.61
1196,True,0.2,0.61,0.1,False,False,420.25,775.56,1.67,5.0,2.22,0.45
1201,False,0.0,0.0,0.28,False,False,260.33,221.58,0.28,6.0,6.24,0.46
1206,True,0.18,0.23,0.0,False,False,451.29,618.23,0.46,8.0,0.0,0.23
1211,False,0.13,0.16,0.19,False,False,289.79,489.95,0.54,4.0,4.55,0.54
1216,True,0.32,0.38,0.03,False,False,499.65,892.32,0.1,6.0,1.12,1.22
1221,True,0.39,0.15,0.1,False,False,486.89,641.65,0.29,7.0,0.78,0.83
1226,False,0.1,0.05,0.34,False,True,266.17,426.55,0.0,5.0,7.28,0.39
1231,False,0.09,0.15,0.15,False,False,285.98,319.89,0.36,4.0,6.41,0.33
1236,True,0.27,0.36,0.09,False,False,479.96,1037.79,0.98,6.0,4.0,0.81
1241,True,0.31,0.21,0.05,False,True,385.09,453.23,0.89,6.0,1.67,0.52
1246,False,0.0,0.05,0.16,False,False,351.3,361.68,0.31,9.0,3.55,0.57
1251,True,0.29,0.31,0.14,False,True,454.4,773.24,1.34,6.0,6.42,0.46
1256,False,0.26,0.0,0.34,False,False,423.93,569.22,0.17,5.0,12.16,0.57
1261,True,0.18,0.25,0.14,False,False,374.73,478.77,0.36,6.0,4.93,0.5
1266,False,0.07,0.14,0.14,False,False,395.11,513.45,1.03,6.0,3.71,0.54
1271,False,0.23,0.2,0.32,True,False,337.33,1354.15,1.98,4.0,10.18,0.41
1276,True,0.38,0.2,0.26,False,False,426.91,721.62,0.58,4.0,9.08,0.52
1281,True,0.23,0.39,0.1,False,False,433.7,622.97,0.23,5.0,2.94,0.78
1286,False,0.13,0.13,0.2,False,False,322.09,586.36,0.65,5.0,7.63,0.42
1291,False,0.17,0.09,0.56,False,False,271.48,466.54,1.21,3.0,12.83,0.43
1296,True,0.43,0.13,0.09,True,False,451.45,770.05,0.09,6.0,0.69,0.35
1301,True,0.32,0.06,0.13,False,False,373.87,389.85,0.13,6.0,3.8,0.38
1306,False,0.0,0.19,0.19,False,False,304.95,268.8,1.01,6.0,2.22,0.63
1311,False,0.28,0.15,0.41,False,False,392.85,691.25,0.64,3.0,15.08,0.36
1316,True,0.41,0.23,0.2,True,False,388.82,733.31,0.03,3.0,6.64,1.07
1321,True,0.34,0.24,0.21,False,False,394.4,1231.31,1.3,4.0,7.96,0.45
1326,False,0.17,0.21,0.27,False,False,378.27,371.16,0.38,6.0,7.79,0.41
1331,False,0.22,0.14,0.5,False,False,315.92,324.09,0.0,3.0,13.07,0.36
1336,True,0.36,0.18,0.11,False,False,451.24,575.01,0.72,6.0,3.78,0.47
1341,True,0.13,0.34,0.26,False,False,400.58,545.8,0.26,6.0,10.17,0.13
1346,False,0.4,0.24,0.24,False,False,463.5,930.84,0.11,6.0,11.04,0.68
1351,True,0.09,0.36,0.12,False,False,355.23,674.32,0.78,5.0,4.79,0.75
1356,False,0.24,0.27,0.21,False,False,414.47,875.79,1.53,6.0,7.25,0.96
1361,False,0.19,0.4,0.12,False,False,408.35,624.76,1.19,7.0,5.68,0.93
1366,True,0.14,0.26,0.33,False,False,376.58,875.48,0.78,5.0,11.84,0.81
1371,True,0.0,0.0,0.0,False,False,323.08,184.62,0.0,6.0,0.0,0.0
1376,False,0.0,0.0,0.0,False,False,299.38,60.0,0.0,4.0,0.0,0.0
1380,True,0.5,0.31,0.19,False,False,499.19,772.93,0.81,5.0,3.93,0.5
1385,False,0.19,0.06,0.5,False,False,310.73,437.93,0.12,4.0,9.36,0.44
1390,True,0.09,0.24,0.33,False,False,289.95,1025.4,1.26,3.0,14.23,0.36
1395,False,0.4,0.45,0.21,False,False,500.88,1391.56,2.49,5.0,8.18,0.38
1400,False,0.16,0.16,0.1,False,False,372.54,634.48,0.13,6.0,1.8,0.65
1405,True,0.23,0.2,0.13,False,False,463.53,796.08,0.98,8.0,3.95,0.56
1410,False,0.0,0.04,0.15,False,False,284.31,250.32,0.53,7.0,4.18,0.26
1415,True,0.15,0.26,0.0,False,False,376.14,667.41,0.23,6.0,0.0,0.49
1420,False,0.06,0.06,0.37,False,False,245.57,425.87,0.61,4.0,7.89,0.12
1425,True,0.24,0.18,0.06,False,False,469.72,522.26,0.61,8.0,1.65,0.73
1430,False,0.14,0.36,0.36,False,True,299.49,705.65,0.62,5.0,10.03,0.69
1435,True,0.47,0.22,0.18,False,False,444.93,686.53,0.83,5.0,5.21,0.65
1440,False,0.32,0.18,0.32,False,False,459.72,573.79,1.33,7.0,9.01,0.41
1445,True,0.14,0.05,0.37,False,False,325.75,445.7,0.6,5.0,9.15,0.32
1450,False,0.11,0.0,0.25,False,False,319.99,576.65,0.54,6.0,6.23,0.69
1455,True,0.22,0.11,0.04,False,False,470.75,723.21,0.04,7.0,0.98,0.33
1460,True,0.13,0.35,0.13,False,False,367.36,340.55,0.13,3.0,1.51,0.48
1465,False,0.35,0.13,0.3,False,False,411.37,390.49,0.0,5.0,6.61,0.35
1470,False,0.34,0.2,0.2,False,False,401.84,926.73,0.67,6.0,5.95,0.45
1475,True,0.2,0.22,0.25,False,False,409.36,579.11,0.98,5.0,10.75,0.67
1480,False,0.0,0.0,0.08,False,False,241.98,169.23,0.0,5.0,1.99,0.25
1485,True,0.12,0.17,0.04,False,False,362.53,397.93,0.66,6.0,1.45,0.58
1490,True,0.31,0.0,0.26,True,False,531.32,474.99,0.1,7.0,6.36,0.41
1495,False,0.05,0.1,0.26,False,False,225.89,234.21,0.21,3.0,5.99,0.05
1500,False,0.09,0.23,0.16,False,False,285.3,656.79,0.9,4.0,7.3,0.51
1505,True,0.23,0.21,0.11,True,False,331.71,571.5,2.14,3.0,5.21,1.4
1510,False,0.03,0.23,0.32,False,False,314.9,394.92,0.58,4.0,11.04,0.42
1515,True,0.36,0.36,0.19,False,False,374.81,690.25,1.42,4.0,4.47,0.29
1520,True,0.14,0.12,0.17,False,False,374.59,682.9,0.63,7.0,8.34,0.29
1525,False,0.12,0.2,0.12,False,False,367.12,597.95,0.29,6.0,5.02,0.72
1530,False,0.22,0.18,0.31,False,False,320.9,424.13,0.0,3.0,10.33,0.49
1535,True,0.29,0.27,0.27,True,False,380.23,1161.73,1.02,3.0,12.42,0.53
1540,True,0.37,0.22,0.22,True,False,462.51,653.33,0.52,6.0,6.93,0.6
1545,False,0.15,0.11,0.41,False,False,326.7,958.09,0.79,5.0,11.27,0.64
1550,True,0.27,0.27,0.13,False,False,461.8,567.32,0.49,7.0,2.65,0.99
1555,False,0.09,0.22,0.31,False,True,334.29,510.91,1.12,7.0,7.59,0.58
1560,False,0.13,0.4,0.24,True,False,336.86,538.62,1.35,3.0,6.04,0.88
1565,True,0.67,0.44,0.13,False,False,567.39,1470.73,0.27,7.0,3.88,0.84
