,바텀조합,win
1837,Tristana & Taric,False
1838,Jhin & Brand,False
1839,Twitch & Seraphine,True
1840,Samira & Morgana,True
1841,Jhin & Taric,False
1842,Vayne & Janna,True
1843,Jhin & Zilean,False
1844,MissFortune & Rell,True
1845,Jinx & Nami,False
1846,Senna & TahmKench,False
1847,Varus & Karma,True
1848,Caitlyn & Nami,True
1849,Varus & Taric,False
1850,Ashe & Lux,True
1851,Ezreal & Maokai,False
1852,Caitlyn & Alistar,True
1853,Ashe & Sett,False
1854,Ashe & Nautilus,False
1855,Varus & Yuumi,True
1856,Draven & Maokai,True
1857,Samira & Nami,False
1858,Varus & Lux,False
1859,MissFortune & Teemo,True
1860,Tristana & Nautilus,False
1861,Jhin & Blitzcrank,True
1862,Draven & Mordekaiser,False
1863,Swain & Lux,True
1864,Ashe & Zyra,True
1865,Aphelios & Lissandra,False
1866,Ashe & Pyke,True
1867,Teemo & Zyra,False
1868,Tristana & Malphite,False
1869,Vayne & Urgot,True
1870,Ziggs & Morgana,False
1871,Ezreal & Zyra,True
1872,Draven & Lux,True
1873,Varus & Yuumi,False
1874,Ashe & Zyra,False
1875,Ezreal & Thresh,True
1876,Ashe & Soraka,True
1877,Tristana & Zilean,False
1878,MissFortune & Shaco,False
1879,Sivir & Xerath,True
1880,Akshan & Morgana,False
1881,Samira & Leblanc,True
1882,Aphelios & Thresh,False
1883,Xayah & Blitzcrank,False
1884,Aphelios & Seraphine,True
1885,MissFortune & Bard,False
1886,Yasuo & Blitzcrank,True
1887,Tristana & Yuumi,True
1888,MissFortune & Thresh,False
1889,Caitlyn & Yuumi,True
1890,Lucian & Thresh,False
1891,Draven & Twitch,True
1892,Caitlyn & Nautilus,False
1893,Ashe & Braum,False
1894,Kaisa & XinZhao,True
1895,Jhin & Senna,True
1896,Tristana & Shaco,False
1897,Xayah & Maokai,False
1898,Sivir & Thresh,True
1899,Xayah & Soraka,False
1900,MissFortune & Lux,True
1901,Jhin & Xerath,True
1902,MissFortune & Alistar,False
1903,Jhin & Teemo,False
1904,Ashe & Orianna,True
1905,Samira & Seraphine,False
1906,KogMaw & Karma,True
1907,Twitch & Lux,False
1908,Caitlyn & Sona,True
1909,Ashe & Velkoz,False
1910,Xayah & Zyra,True
1911,Ashe & Blitzcrank,False
1912,Aphelios & Pantheon,True
1913,MissFortune & Leona,True
1914,Yasuo & Sona,True
1915,Samira & Soraka,False
1916,Samira & Thresh,False
1917,Kayle & Bard,True
1918,KogMaw & Lux,True
1919,Jayce & Yuumi,False
1920,Caitlyn & Brand,True
1921,Jhin & Senna,False
1922,Caitlyn & Karma,True
1923,Jhin & Leona,False
1924,Twitch & Senna,False
1925,Ezreal & Pantheon,True
1926,Jhin & Lulu,False
1927,Ezreal & Lux,True
1928,Jinx & Zyra,False
1929,Tristana & Janna,True
1930,MissFortune & Sona,False
1931,Akshan & Pyke,True
1932,Ashe & Soraka,False
1933,Jinx & Sona,True
1934,Tristana & Velkoz,True
1935,Caitlyn & Soraka,False
1936,Ashe & Swain,True
1937,KogMaw & Sona,False
1938,Senna & Samira,False
1939,Ashe & Zyra,False
1940,Caitlyn & Brand,True
1941,Caitlyn & Nami,False
1942,Ashe & Leona,True
1943,Sivir & Volibear,False
1944,Ezreal & Senna,True
1945,Lucian & Senna,False
1946,Akshan & Morgana,True
1947,Caitlyn & Janna,False
1948,Vayne & Sona,True
1949,Tristana & Lux,True
1950,Lucian & Braum,False
1951,Lucian & Thresh,True
1952,Tristana & Lulu,False
1953,Kaisa & Nautilus,False
1954,Ziggs & Zilean,True
1955,Caitlyn & Lux,True
1956,Ezreal & Yuumi,False
1957,Ezreal & Pyke,False
1958,Kaisa & Thresh,True
1959,Lucian & Nami,False
1960,Kayn & Leblanc,True
1961,Kayle & Lux,True
1962,Ashe & Seraphine,False
1963,Ezreal & Yuumi,True
1964,Lucian & Zyra,False
1965,Ashe & Swain,True
1966,Caitlyn & Pyke,False
1967,Ashe & Zyra,False
1968,Tristana & Trundle,True
1969,Aphelios & Bard,False
1970,Jinx & Nami,True
1971,Draven & Janna,False
1972,Akshan & Zilean,True
1973,Caitlyn & Maokai,False
1974,Jinx & Lulu,True
1975,Vayne & Thresh,True
1976,MissFortune & Xerath,False
1977,Sivir & Lux,True
1978,Tristana & Swain,False
1979,MasterYi & Sona,False
1980,Ashe & Blitzcrank,True
1981,Caitlyn & Nami,True
1982,Ashe & Yuumi,False
1983,Draven & Lulu,True
1984,Samira & Lux,False
1985,MissFortune & Pyke,True
1986,Ashe & Yuumi,False
1987,MissFortune & Thresh,True
1988,Jhin & Blitzcrank,False
1989,Akshan & Leona,True
1990,Lucian & Brand,False
1991,Vayne & Nautilus,True
1992,Twitch & Zyra,False
1993,Draven & Rakan,True
1994,Vayne & Senna,False
1995,MissFortune & Zilean,True
1996,Twitch & Veigar,False
1997,Ziggs & Pyke,True
1998,Lucian & Brand,True
1999,KogMaw & Senna,False
2000,Lucian & Lux,True
2001,Twitch & Trundle,False
2002,Samira & Zilean,False
2003,Vayne & Lulu,True
2004,Jhin & Nautilus,False
2005,Ashe & Nami,True
2006,Twitch & Rell,False
2007,Tristana & Braum,True
2008,MissFortune & Lux,True
2009,Ziggs & MissFortune,False
2010,MissFortune & Nautilus,True
2011,Kaisa & Seraphine,False
2012,Jinx & Sona,False
2013,Sivir & Seraphine,True
2014,Jhin & Thresh,True
2015,Ezreal & Brand,False
2016,MissFortune & Brand,True
2017,Varus & Blitzcrank,False
2018,Ezreal & Rammus,True
2019,Ezreal & Yuumi,False
2020,Ashe & Leona,False
2021,Jhin & Lux,True
2022,Ashe & Karma,False
2023,Ezreal & Sett,True
2024,Jhin & Lux,False
2025,Ashe & Nami,True
2026,Jhin & LeeSin,True
2027,Aphelios & Xerath,False
2028,Caitlyn & Lulu,False
2029,Aphelios & Swain,True
2030,Ashe & Zyra,True
2031,Sivir & Galio,False
2032,Caitlyn & Leona,True
2033,Sett & Pyke,False
2034,Varus & Yuumi,False
2035,Jhin & Thresh,True
2036,Jinx & Veigar,True
2037,Caitlyn & Thresh,False
2038,Ziggs & Senna,True
2039,Jhin & Zyra,False
2040,Ezreal & Brand,False
2041,Twitch & Braum,True
2042,Jhin & Yuumi,True
2043,Sivir & Morgana,False
2044,MissFortune & Morgana,True
2045,Ziggs & Lux,False
2046,Ezreal & Thresh,False
2047,Kalista & Swain,True
2048,Xayah & Lux,True
2049,Jhin & Leona,True
2050,Aphelios & Senna,False
2051,Jhin & Thresh,True
2052,Varus & Rakan,False
2053,Ashe & Morgana,False
2054,Vayne & Zyra,True
2055,Ezreal & Senna,True
2056,Jhin & Lulu,False
2057,Jhin & Zyra,True
2058,Ezreal & Velkoz,True
2059,Caitlyn & Pantheon,False
2060,Jhin & Yuumi,True
2061,Ezreal & Leona,False
2062,Jhin & Zyra,False
2063,Jinx & Seraphine,True
2064,Vayne & Zilean,False
2065,Draven & Brand,True
2066,Caitlyn & Lux,True
2067,Tristana & Senna,False
2068,Ezreal & Maokai,False
2069,Ezreal & Zyra,True
2070,Kaisa & Morgana,True
2071,Senna & Neeko,False
2072,Caitlyn & Brand,False
2073,Ziggs & Morgana,True
2074,Vayne & Thresh,True
2075,Ashe & Nautilus,False
2076,Kaisa & Amumu,True
2077,Galio & Leona,False
2078,MissFortune & Brand,True
2079,Caitlyn & Pyke,False
2080,Caitlyn & Lux,False
2081,Ezreal & Seraphine,True
2082,Xayah & Soraka,True
2083,Samira & MissFortune,False
2084,Jhin & Veigar,False
2085,Caitlyn & Zyra,True
2086,Senna & Lux,False
2087,Jhin & Zilean,True
2088,Samira & Leona,False
2089,Jhin & Xerath,True
2090,Caitlyn & Bard,False
2091,Kaisa & Lux,False
2092,Caitlyn & Bard,True
2093,Kalista & Thresh,True
2094,Lucian & Soraka,False
2095,MissFortune & Yuumi,False
2096,Twitch & Blitzcrank,True
2097,Ashe & Lux,True
2098,Ziggs & Leona,False
2099,Ashe & Blitzcrank,False
2100,Ezreal & Pyke,True
2101,Aphelios & MissFortune,True
2102,Jinx & Nautilus,False
2103,Twitch & Yuumi,False
2104,Yasuo & Leona,True
2105,MissFortune & Zyra,True
2106,Lucian & Nautilus,False
2107,Ashe & Blitzcrank,False
2108,Caitlyn & Morgana,True
2109,Akshan & Nautilus,False
2110,Varus & Zyra,True
2111,MissFortune & Bard,True
2112,Heimerdinger & Morgana,False
2113,Kaisa & Brand,True
2114,Varus & Senna,False
2115,Caitlyn & Nautilus,False
2116,Tristana & Rell,True
2117,Rengar & Pantheon,True
2118,Ashe & Seraphine,False
2119,Lucian & Zyra,False
2120,Samira & Soraka,True
2121,Caitlyn & Shen,True
2122,Kaisa & Annie,False
2123,Kaisa & Varus,False
2124,Ezreal & Brand,False
2125,Tristana & Xerath,True
2126,Caitlyn & Alistar,True
2127,MissFortune & Nautilus,False
2128,Ashe & Seraphine,False
2129,Xayah & Soraka,True
2130,Vayne & Nautilus,False
2131,Jhin & Thresh,True
2132,Samira & Blitzcrank,False
2133,Jhin & Seraphine,True
2134,Jinx & Pyke,True
2135,Senna & Lux,False
2136,Kalista & Morgana,False
2137,Jhin & Senna,True
2138,Kalista & Brand,True
2139,Draven & Swain,False
2140,Twitch & Alistar,False
2141,Ezreal & Thresh,True
2142,Vayne & Blitzcrank,False
2143,Draven & Swain,True
2144,MissFortune & MissFortune,False
2145,Caitlyn & Seraphine,False
2146,Ezreal & Morgana,True
2147,Draven & Maokai,True
2148,Ashe & Yuumi,False
2149,Twitch & Senna,True
2150,Caitlyn & Akshan,False
2151,Vayne & Trundle,False
2152,Ezreal & Thresh,False
2153,Akshan & Amumu,True
2154,Tristana & Nautilus,True
2155,Caitlyn & Heimerdinger,False
2156,Samira & Morgana,True
2157,Vayne & Nami,False
2158,Varus & Yuumi,False
2159,Caitlyn & Brand,True
2160,Ezreal & Zyra,True
2161,Kaisa & Trundle,False
2162,Jinx & Alistar,True
2163,MissFortune & Blitzcrank,False
2164,Yasuo & Senna,False
2165,Varus & Braum,True
2166,Lucian & Lux,True
2167,Aphelios & Karma,False
2168,Jhin & Blitzcrank,True
2169,Ashe & Leblanc,False
2170,Xayah & Swain,True
2171,Kalista & Karma,False
2172,Ashe & Pantheon,False
2173,Tristana & Nautilus,True
2174,Senna & Pyke,True
2175,Vayne & Blitzcrank,False
2176,Jhin & Blitzcrank,False
2177,MissFortune & Nami,True
2178,Ziggs & Karthus,False
2179,Kaisa & Xerath,True
2180,Jhin & Seraphine,False
2181,Samira & Blitzcrank,True
2182,Caitlyn & Ahri,False
2183,Jhin & Pantheon,True
2184,Draven & Pyke,True
2185,Ashe & Sona,False
2186,Jinx & Blitzcrank,True
2187,Jhin & Sett,False
2188,Xayah & Leona,False
2189,Xayah & Sona,True
2190,Kaisa & Bard,True
2191,Varus & Thresh,False
2192,Caitlyn & Blitzcrank,True
2193,Tristana & Nami,False
2194,Varus & Sona,False
2195,Jhin & Lux,True
2196,Jinx & Morgana,True
2197,Draven & Blitzcrank,False
2198,Varus & Zilean,True
2199,Samira & Sona,False
2200,Ashe & Nautilus,True
2201,Jhin & Seraphine,False
2202,Samira & Swain,True
2203,Yone & Karma,False
2204,Caitlyn & Lulu,False
2205,Samira & Bard,True
2206,Swain & Leona,False
2207,Caitlyn & Sona,True
2208,Ashe & Brand,False
2209,Aphelios & Senna,True
2210,Ezreal & Nautilus,True
2211,Jhin & Lux,False
2212,Aphelios & Seraphine,True
2213,Jhin & Swain,False
2214,Samira & Alistar,True
2215,Ashe & Senna,False
2216,Tristana & Morgana,True
2217,Kindred & Galio,False
2218,Jhin & Zyra,True
2219,Ziggs & Nami,False
2220,Caitlyn & Thresh,False
2221,Jayce & Yuumi,True
2222,Samira & Lux,True
2223,Tristana & Brand,False
2224,Caitlyn & Senna,True
2225,Jhin & Morgana,False
2226,Ashe & Janna,True
2227,Ashe & Brand,False
2228,Twitch & Bard,True
2229,Ezreal & Teemo,False
2230,Aphelios & Karma,False
2231,Vayne & Galio,True
2232,Ashe & Brand,False
2233,Lucian & Swain,True
2234,Caitlyn & Sona,False
2235,Caitlyn & Leona,True
2236,Twitch & Morgana,True
2237,Syndra & Brand,False
2238,Ezreal & Yuumi,True
2239,Sivir & Maokai,False
2240,Caitlyn & Nami,True
2241,Caitlyn & Zyra,False
2242,MissFortune & Janna,True
2243,Vayne & Karma,False
2244,Kaisa & Senna,True
2245,Jhin & Zoe,False
2246,Akshan & Zyra,False
2247,Ezreal & Karma,True
2248,Aphelios & Swain,False
2249,Jhin & Soraka,True
2250,MissFortune & Sona,False
2251,Caitlyn & Morgana,True
2252,Kaisa & Anivia,True
2253,Caitlyn & Senna,False
2254,Ziggs & Yuumi,False
2255,Ashe & Zilean,True
2256,Jhin & Xerath,False
2257,Kaisa & Lux,True
2258,Sivir & Orianna,True
2259,Ezreal & Volibear,False
2260,Tristana & Thresh,True
2261,Jhin & Soraka,False
2262,Caitlyn & Blitzcrank,True
2263,Aphelios & Blitzcrank,True
2264,MissFortune & Lulu,False
2265,Veigar & Senna,True
2266,Vayne & Janna,False
2267,Samira & Leona,False
2268,Kaisa & Lulu,True
2269,Twitch & Yuumi,False
2270,MissFortune & Lux,True
2271,Ezreal & Senna,False
2272,Caitlyn & Brand,True
2273,Jinx & Yuumi,True
2274,Jhin & Brand,False
2275,Aphelios & Taric,True
2276,Xayah & Thresh,False
2277,Tristana & Rell,True
2278,Ezreal & Thresh,False
2279,Jhin & Lulu,False
2280,Tristana & Blitzcrank,True
2281,Jhin & JarvanIV,False
2282,Xayah & Morgana,True
2283,Kaisa & Seraphine,True
2284,Tristana & Yuumi,False
2285,Yasuo & Seraphine,True
2286,Samira & Rakan,False
2287,MissFortune & Senna,False
2288,Caitlyn & Amumu,True
2289,Tristana & Brand,False
2290,Sona & Malphite,True
2291,Akshan & Morgana,False
2292,Sivir & FiddleSticks,True
2293,Vayne & Lux,False
2294,Vayne & Leona,True
2295,Twitch & Senna,False
2296,Tristana & Lux,True
2297,Jinx & Rakan,True
2298,Lucian & Maokai,False
2299,Jhin & Seraphine,True
2300,Draven & Nautilus,False
2301,Kaisa & Pyke,True
2302,Jhin & Thresh,False
2303,Caitlyn & Blitzcrank,True
2304,Caitlyn & Nautilus,False
2305,Tristana & Soraka,False
2306,Vayne & Velkoz,True
2307,Jinx & Senna,False
2308,Varus & Nautilus,True
2309,Kaisa & TwistedFate,False
2310,Twitch & Xerath,True
2311,Ezreal & Lux,True
2312,Vayne & Nami,True
2313,Lucian & Lulu,False
2314,Ezreal & Bard,False
2315,Vayne & Lux,True
2316,Xayah & Galio,False
2317,Ezreal & Senna,True
2318,MissFortune & Braum,False
2319,Caitlyn & Morgana,True
2320,Caitlyn & Shaco,False
2321,Aatrox & Bard,True
2322,Draven & Brand,True
2323,Ezreal & Senna,False
2324,Kaisa & Yuumi,True
2325,Jhin & Nami,False
2326,Caitlyn & Rakan,True
2327,MissFortune & Janna,False
2328,Twitch & Brand,False
2329,Tristana & Morgana,True
2330,Twitch & Morgana,True
2331,Vayne & Lulu,False
2332,Seraphine & Xerath,True
2333,Varus & Morgana,False
2334,Caitlyn & Janna,False
2335,Ezreal & Pyke,True
2336,Aphelios & Zyra,True
2337,Twitch & Soraka,False
2338,Jhin & Yuumi,True
2339,Kaisa & Pyke,False
2340,Tristana & Sona,True
2341,Xayah & Blitzcrank,False
2342,KogMaw & Senna,False
2343,Ezreal & Karma,True
2344,MissFortune & Amumu,True
2345,Tristana & Lux,False
2346,Caitlyn & Leona,True
2347,Yasuo & Senna,False
2348,Vayne & Sona,False
2349,Lucian & Nami,True
2350,Ezreal & Brand,False
2351,Lucian & Xerath,True
2352,KogMaw & Nami,False
2353,Ezreal & Swain,True
2354,Caitlyn & Nautilus,False
2355,Samira & Sona,True
2356,Caitlyn & Soraka,True
2357,Samira & Velkoz,False
2358,Aphelios & Morgana,True
2359,Varus & Blitzcrank,False
2360,Ashe & Lulu,False
2361,MissFortune & Sona,True
2362,Irelia & Senna,True
2363,Vayne & Brand,False
2364,Tristana & Lulu,True
2365,Ziggs & Nautilus,False
2366,Vayne & Sona,False
2367,Jinx & Velkoz,True
2368,Vayne & Nautilus,False
2369,Jhin & Velkoz,True
2370,Caitlyn & Leona,True
2371,Malzahar & Sona,False
2372,Jhin & Nami,True
2373,Vayne & Leona,False
2374,Ashe & Veigar,True
2375,Lucian & Morgana,False
2376,Caitlyn & Rakan,True
2377,Samira & Sona,False
2378,Samira & Zilean,False
2379,Vayne & Thresh,True
2380,Ashe & Thresh,True
2381,Tristana & Lux,False
2382,Draven & Xerath,True
2383,Caitlyn & Morgana,False
2384,Ezreal & Zyra,False
2385,MissFortune & Lulu,True
2386,Katarina & Leona,True
2387,Lucian & Thresh,False
2388,Caitlyn & Lulu,False
2389,Tristana & Zyra,True
2390,Ashe & Zyra,False
2391,Twitch & TahmKench,True
2392,Jinx & Seraphine,True
2393,Caitlyn & Lux,False
2394,Twitch & Brand,True
2395,Garen & Pyke,False
2396,Jhin & Leona,False
2397,Ashe & Velkoz,True
2398,Kaisa & Brand,False
2399,Jhin & Lulu,True
2400,Twitch & Seraphine,True
2401,Samira & Tristana,False
2402,Caitlyn & Sett,False
2403,Samira & Karma,False
2404,Vayne & Braum,True
2405,Ezreal & Braum,True
2406,Tristana & Lux,False
2407,Ezreal & Blitzcrank,True
2408,Ashe & Alistar,False
2409,MissFortune & Zyra,False
2410,Ashe & Lulu,True
2411,Syndra & Morgana,False
2412,Aphelios & Lulu,True
2413,Xayah & Malzahar,True
2414,Sivir & Volibear,False
2415,Akshan & Nautilus,True
2416,Ashe & Soraka,False
2417,Tristana & Leona,False
2418,Aphelios & Thresh,True
2419,Xayah & Velkoz,False
2420,Aphelios & Anivia,True
2421,Varus & Lux,False
2422,Akshan & TahmKench,True
2423,Akshan & Shaco,True
2424,Draven & LeeSin,False
2425,Jhin & Brand,False
2426,Kaisa & Morgana,False
2427,Ashe & Senna,True
2428,MissFortune & Zyra,False
2429,Kaisa & Lulu,True
2430,Ezreal & Yuumi,True
2431,Twitch & Lulu,False
2432,MissFortune & Alistar,False
2433,Kaisa & Senna,True
2434,Caitlyn & Senna,False
2435,Lucian & Yuumi,True
2436,Samira & Senna,True
2437,Ziggs & Morgana,False
2438,Ashe & Swain,True
2439,Vayne & Morgana,False
2440,Aphelios & Velkoz,False
2441,Tristana & Lux,True
2442,Ezreal & Xerath,True
2443,Ziggs & Blitzcrank,False
2444,Caitlyn & Thresh,True
2445,Ziggs & Leblanc,False
2446,MissFortune & Soraka,False
2447,Samira & Leona,True
2448,Graves & Lulu,False
2449,Tristana & Yuumi,True
2450,Twitch & Leona,True
2451,Jinx & Soraka,False
2452,Ezreal & Nautilus,False
2453,Jhin & Taric,True
2454,Ashe & Blitzcrank,False
2455,Kaisa & Galio,True
2456,Jinx & Thresh,True
2457,Ashe & Yuumi,False
2458,Jhin & Leona,False
2459,Jinx & Janna,True
2460,Lucian & Thresh,True
2461,Ezreal & Yuumi,False
2462,Swain & Morgana,True
2463,Tristana & Soraka,False
2464,Samira & Rell,True
2465,Lucian & Bard,False
2466,Jhin & Yuumi,False
2467,Ziggs & Pyke,True
2468,Caitlyn & MissFortune,True
2469,Yasuo & Blitzcrank,False
2470,Ezreal & Alistar,False
2471,Ezreal & Sona,True
2472,Twitch & Morgana,True
2473,Jinx & Twitch,False
2474,Caitlyn & Thresh,True
2475,Lucian & Brand,False
2476,Caitlyn & Anivia,False
2477,Ashe & Swain,True
2478,Xayah & Ashe,False
2479,KogMaw & Nautilus,True
2480,Vayne & Alistar,True
2481,Tristana & Swain,False
2482,Samira & Zyra,False
2483,Draven & Karma,True
2484,Jhin & Sona,False
2485,Twitch & Lux,True
2486,MissFortune & Sona,True
2487,Lucian & Nami,False
2488,Twitch & Twitch,False
2489,Draven & Rakan,True
2490,Jhin & Thresh,True
2491,Samira & Alistar,False
2492,Sett & Anivia,False
2493,Ezreal & Brand,True
2494,Ashe & Sona,False
2495,Lucian & Senna,True
2496,Jhin & Xerath,True
2497,Ziggs & Sona,False
2498,Ashe & Zyra,False
2499,Rengar & Bard,True
2500,Seraphine & Swain,True
2501,Caitlyn & Pyke,False
2502,Varus & Nautilus,False
2503,Samira & Soraka,True
2504,MissFortune & Janna,True
2505,Varus & Soraka,False
2506,Samira & Soraka,False
2507,Kaisa & Zyra,True
2508,Ziggs & Alistar,False
2509,Ashe & Swain,True
2510,Samira & Ivern,True
2511,Caitlyn & Sona,False
2512,Kaisa & Nami,True
2513,Kaisa & Brand,False
2514,Caitlyn & Evelynn,True
2515,Vayne & Rammus,False
2516,Caitlyn & Senna,False
2517,Kaisa & Soraka,True
2518,Ezreal & Blitzcrank,True
2519,Aphelios & Pyke,False
2520,Xayah & Morgana,True
2521,Ezreal & Malphite,False
2522,Tristana & Brand,True
2523,Ashe & Zyra,False
2524,Ezreal & Karma,False
2525,Vayne & Zilean,True
2526,Corki & Pyke,True
2527,Ezreal & Lux,False
2528,Caitlyn & Lux,True
2529,Ezreal & Blitzcrank,False
2530,Kaisa & Soraka,True
2531,Samira & Thresh,False
2532,Tryndamere & Thresh,True
2533,Draven & Morgana,False
2534,Aphelios & Senna,True
2535,MissFortune & Morgana,False
2536,Ezreal & Janna,True
2537,Ashe & Xerath,False
2538,Swain & Nautilus,True
2539,Ashe & Nami,True
2540,Sivir & Brand,False
2541,Jhin & Veigar,False
2542,Caitlyn & Yuumi,True
2543,Ashe & Nami,True
2544,Xayah & Nautilus,False
2545,Kaisa & Xerath,False
2546,Jhin & Zyra,True
2547,Vayne & Lulu,True
2548,Jhin & Yuumi,False
2549,MissFortune & Shaco,True
2550,Ezreal & Senna,False
2551,Caitlyn & Pyke,True
2552,Tristana & Bard,False
2553,Tristana & Rakan,True
2554,Ziggs & Morgana,False
2555,Ashe & Yuumi,False
2556,Twitch & Lux,True
2557,MissFortune & Morgana,True
2558,Senna & Thresh,False
2559,Samira & Pyke,False
2560,Jinx & Lux,True
2561,Samira & Lux,False
2562,Swain & Velkoz,True
2563,Jinx & Pyke,True
2564,Caitlyn & Karma,False
2565,Ziggs & Brand,True
2566,Jinx & Senna,False
2567,Jinx & Nautilus,False
2568,Ashe & Nami,True
2569,Aphelios & Brand,True
2570,MissFortune & Zilean,False
2571,Varus & Twitch,True
2572,MissFortune & Zac,False
2573,Tristana & Velkoz,True
2574,Vayne & Nautilus,False
2575,MissFortune & Alistar,True
2576,Jhin & Nami,False
2577,Jhin & Braum,True
2578,Aphelios & Senna,False
2579,KogMaw & Leona,False
2580,Karthus & Zyra,True
2581,Lucian & Blitzcrank,True
2582,Ezreal & Nami,False
2583,Jhin & Velkoz,True
2584,Ezreal & Pyke,False
2585,Caitlyn & Neeko,True
2586,Nidalee & Galio,False
2587,Draven & Pantheon,True
2588,Caitlyn & Swain,False
2589,Jhin & Lulu,True
2590,Caitlyn & Sona,False
2591,Jhin & Seraphine,False
2592,KogMaw & Senna,True
2593,Varus & Lux,False
2594,Aphelios & Leona,True
2595,Draven & Morgana,True
2596,Ezreal & Morgana,True
2597,Xayah & Senna,False
2598,Jhin & Lux,True
2599,Ziggs & Rell,False
2600,Ashe & Morgana,True
2601,Samira & Veigar,False
2602,Varus & Aphelios,True
2603,MissFortune & Nami,True
2604,MissFortune & Brand,False
2605,Ziggs & Pyke,False
2606,Sivir & Soraka,True
2607,Ziggs & Nami,True
2608,MissFortune & Brand,False
2609,Caitlyn & Morgana,False
2610,Ashe & Nautilus,True
2611,Twitch & Lux,False
2612,KogMaw & Nautilus,True
2613,MissFortune & Senna,False
2614,Ashe & Seraphine,True
2615,Kaisa & Zoe,False
2616,Lucian & Zyra,True
2617,Kindred & Galio,True
2618,Anivia & Sona,False
2619,Zyra & Pyke,True
2620,Xayah & Lulu,False
2621,Jhin & Pyke,False
2622,Kaisa & Zyra,True
2623,Jhin & Lux,False
2624,MissFortune & Brand,True
2625,Kaisa & Thresh,False
2626,Akshan & Amumu,True
2627,Jhin & Malphite,True
2628,Tristana & Xerath,False
2629,Jhin & Leona,True
2630,Ashe & Darius,False
2631,Jinx & Karma,False
2632,Lucian & Velkoz,True
2633,MissFortune & Swain,True
2634,Jhin & Alistar,False
2635,Samira & Thresh,True
2636,Kennen & Pyke,False
2637,Jhin & Seraphine,False
2638,Tristana & Velkoz,True
2639,MissFortune & Janna,True
2640,Ezreal & Lux,False
2641,Kaisa & Zyra,True
2642,MissFortune & Galio,False
2643,MissFortune & Lux,True
2644,Draven & Nautilus,False
2645,Varus & Janna,False
2646,Sivir & Kaisa,True
2647,Vayne & Lux,True
2648,MissFortune & Swain,False
2649,Ezreal & Shen,True
2650,Jhin & Seraphine,False
2651,Aphelios & Thresh,True
2652,Ashe & Thresh,True
2653,Lucian & Morgana,False
2654,KogMaw & Pyke,False
2655,Ashe & Nautilus,True
2656,Samira & Zyra,True
2657,Kaisa & Leona,False
2658,Jhin & Zilean,True
2659,Aphelios & Thresh,False
2660,Samira & Blitzcrank,True
2661,Varus & Leona,True
2662,Twitch & Sona,False
2663,Karthus & Yuumi,False
2664,Ezreal & Sona,True
2665,Kaisa & Maokai,False
2666,Tristana & Yuumi,True
2667,Kaisa & Seraphine,False
2668,Ziggs & Veigar,True
2669,MissFortune & Leona,True
2670,Ezreal & Soraka,True
2671,Lucian & Leona,False
2672,Aphelios & Yuumi,False
2673,Ashe & Zilean,True
2674,Xayah & Nautilus,False
2675,MissFortune & Zyra,True
2676,Lux & Rakan,True
2677,Samira & Blitzcrank,False
2678,Varus & FiddleSticks,True
2679,MissFortune & Pyke,False
2680,Lucian & Rell,True
2681,Ezreal & Bard,False
2682,Caitlyn & Thresh,True
2683,Twitch & Leona,False
2684,Kaisa & Jhin,False
2685,Lucian & Morgana,False
2686,Caitlyn & Blitzcrank,True
2687,Ashe & Leona,True
2688,MissFortune & Swain,False
2689,Ashe & Thresh,True
2690,Aphelios & Amumu,False
2691,Kaisa & Zyra,True
2692,Ziggs & Thresh,False
2693,Lucian & Braum,False
2694,Ezreal & Zilean,True
2695,Tristana & Nautilus,False
2696,Tristana & Senna,True
2697,Xayah & Fizz,False
2698,Vayne & Nami,True
2699,Caitlyn & Lux,True
2700,Jinx & Senna,False
2701,Caitlyn & Shaco,False
2702,Twitch & Bard,True
2703,Kaisa & Lux,False
2704,Jhin & Senna,True
2705,MissFortune & Yuumi,False
2706,Jinx & Lux,False
2707,KogMaw & Blitzcrank,True
2708,Ashe & Maokai,True
2709,Caitlyn & Zyra,False
2710,Tristana & Morgana,False
2711,Twitch & Seraphine,True
2712,Caitlyn & Lux,False
2713,Jinx & Morgana,True
2714,Caitlyn & Lux,True
2715,MissFortune & Nautilus,False
2716,Jinx & Sona,False
2717,Jhin & Senna,True
2718,Vayne & Zyra,True
2719,Twitch & Senna,False
2720,Jinx & Veigar,True
2721,Teemo & Nami,False
2722,Vayne & Maokai,False
2723,Kaisa & Nautilus,True
2724,Caitlyn & Zyra,True
2725,Varus & Leona,False
2726,Jhin & Neeko,False
2727,Tristana & Leona,True
2728,Ezreal & Heimerdinger,True
2729,Tristana & Morgana,False
2730,Vayne & Ashe,True
2731,Ashe & Blitzcrank,False
2732,Caitlyn & Nautilus,False
2733,Ashe & Lux,True
2734,Ezreal & Soraka,False
2735,Xayah & Rakan,True
2736,Ashe & Zilean,True
2737,Caitlyn & Annie,False
2738,Jhin & Nami,False
2739,Tristana & Zilean,True
2740,Ashe & Yuumi,False
2741,Tristana & Soraka,True
2742,MissFortune & Yuumi,True
2743,Jhin & Leona,False
2744,Ashe & Yuumi,False
2745,Varus & Lux,True
2746,Lucian & Senna,True
2747,Sivir & Morgana,False
2748,Tristana & Zyra,True
2749,Ezreal & Xerath,False
2750,Xayah & Blitzcrank,False
2751,Akshan & Nautilus,True
